epoch,precision,f1 score (weighted),f1 score (macro),accuracy,recall
None,0.2916,0.3787012987012987,0.35064935064935066,0.54,0.54
None,0.2916,0.3787012987012987,0.35064935064935066,0.54,0.54
None,0.297025,0.3844983818770227,0.3527508090614887,0.545,0.545
None,0.28090000000000004,0.36718954248366015,0.3464052287581699,0.53,0.53
None,0.263169,0.3478770654329148,0.33906146728354264,0.513,0.513
