epoch,precision,f1 score (weighted),f1 score (macro),accuracy,recall
0,0.5340930554947928,0.47751356180134114,0.47738252086078165,0.5225916453537937,0.5225916453537937
1,0.617819311452371,0.6167640272686195,0.6167751681002147,0.6172208013640239,0.6172208013640239
2,0.7209584165295779,0.7179197039554643,0.7179071977426164,0.7186700767263428,0.7186700767263428
3,0.8193623042044494,0.8192550146538967,0.8192561969054721,0.8192668371696504,0.8192668371696504
4,0.8757494469067694,0.8755163559971825,0.8755175321276967,0.875532821824382,0.875532821824382
5,0.9175127336583921,0.9172966762049551,0.917297397485799,0.9173060528559249,0.9173060528559249
6,0.9497661991343382,0.9497000843886251,0.9497003037300138,0.9497016197783461,0.9497016197783461
7,0.9573952817692896,0.9573736344459568,0.9573734795450846,0.9573742540494459,0.9573742540494459
8,0.969309462915601,0.969309462915601,0.9693094406102645,0.969309462915601,0.969309462915601
9,0.975289610601711,0.975276959539317,0.9752769954757707,0.9752770673486786,0.9752770673486786
0,0.5340930554947928,0.47751356180134114,0.47738252086078165,0.5225916453537937,0.5225916453537937
1,0.617819311452371,0.6167640272686195,0.6167751681002147,0.6172208013640239,0.6172208013640239
2,0.7209584165295779,0.7179197039554643,0.7179071977426164,0.7186700767263428,0.7186700767263428
3,0.8193623042044494,0.8192550146538967,0.8192561969054721,0.8192668371696504,0.8192668371696504
4,0.8757494469067694,0.8755163559971825,0.8755175321276967,0.875532821824382,0.875532821824382
5,0.9175127336583921,0.9172966762049551,0.917297397485799,0.9173060528559249,0.9173060528559249
6,0.9497661991343382,0.9497000843886251,0.9497003037300138,0.9497016197783461,0.9497016197783461
7,0.9573952817692896,0.9573736344459568,0.9573734795450846,0.9573742540494459,0.9573742540494459
8,0.969309462915601,0.969309462915601,0.9693094406102645,0.969309462915601,0.969309462915601
9,0.975289610601711,0.975276959539317,0.9752769954757707,0.9752770673486786,0.9752770673486786
